1,11.96
2,7.12
3,11.63
4,10.31
5,11.90
6,10.92
7,6.06
8,12.60
9,6.43
10,17.94
11,26.81
12,27.41
13,18.53
14,28.46
15,19.16
16,17.94
17,25.32
18,26.81
19,12.64
20,26.93
21,25.55
22,26.16
23,29.07
24,29.66
25,31.47
26,27.51
27,27.46
28,26.33
29,14.75
30,23.20
31,25.86
32,19.19
33,17.24
34,20.62
35,24.72
36,25.04
37,22.09
38,22.87
39,22.96
40,19.81
41,18.21
42,22.83
43,17.90
44,26.44
45,21.70
46,18.76
47,26.33
48,26.44
49,22.76
50,26.50
51,17.74
52,24.08
53,21.58
54,27.17
55,31.05
56,29.68
57,23.87
58,21.71
59,18.77
60,9.78
61,28.91
62,31.14
63,10.59
64,11.06
65,33.21
66,35.11
67,10.18
68,35.55
69,26.23
70,31.79
71,22.86
72,33.99
73,13.10
74,36.70
75,34.22
76,22.18
77,35.93
78,21.00
79,38.33
80,34.46
81,18.28
82,19.92
83,33.38
84,37.31
85,16.25
86,31.10
87,12.61
88,16.30
89,29.98
90,39.19
91,29.39
92,29.23
93,14.62
94,36.64
95,15.28
96,24.15
97,34.03
98,23.17
99,8.63
100,16.30
101,24.48
102,6.61
103,37.72
104,33.44
105,18.00
106,8.71
107,24.77
108,11.60
109,9.77
110,17.13
111,8.51
112,15.45
113,12.84
114,12.95
115,23.84
116,13.17
117,23.04
118,22.05
119,11.66
120,13.62
121,21.01
122,13.03
123,15.83
124,12.18
125,15.45
126,12.49
127,16.05
128,20.00
129,12.21
130,18.51
131,14.58
132,18.57
133,15.56
134,18.53
135,13.21
136,10.04
137,16.99
138,13.72
139,18.55
140,9.79
141,9.43
142,10.91
143,8.94
144,11.15
145,10.04
146,12.84
147,9.67
148,21.89
149,9.60
150,22.18
151,21.16
152,9.44
153,18.88
154,27.21
155,64.40
156,8.11
157,7.73
158,6.50
159,5.08
160,4.71
161,9.09
162,18.64
163,90.24
164,66.13
165,42.75
166,12.47
167,17.10
168,24.96
169,23.94
170,58.70
171,51.45
172,27.56
173,28.57
174,18.08
175,50.83
176,13.37
177,74.68
178,53.86
179,63.08
180,79.70
181,81.18
182,41.25
183,56.72
184,86.18
185,40.40
186,51.07
187,43.76
188,40.32
189,37.75
190,40.69
191,35.89
192,40.45
193,26.01
194,59.79
195,26.64
196,63.44
197,66.77
198,42.77
199,73.27
200,72.45
201,64.57
202,56.82
203,30.64
204,39.87
205,85.93
206,26.25
207,22.71
208,23.27
209,20.99
210,19.91
211,23.85
212,26.52
213,24.17
214,14.19
215,20.50
216,29.57
217,16.41
218,27.71
219,15.76
220,22.33
221,19.03
222,12.50
223,15.53
224,16.12
225,16.17
226,31.78
227,21.99
228,8.25
229,21.23
230,14.41
231,23.83
232,63.40
233,105.70
234,78.37
235,72.85
236,96.30
237,89.88
238,63.53
239,64.89
240,99.52
241,75.35
242,79.95
243,53.22
244,49.19
245,53.13
246,59.17
247,77.28
248,73.12
249,75.04
250,71.11
251,100.91
