1,9.76
2,5.62
3,9.14
4,7.35
5,8.47
6,9.04
7,6.25
8,9.74
9,6.39
10,14.85
11,24.87
12,25.84
13,12.03
14,25.94
15,14.02
16,9.90
17,22.53
18,23.03
19,9.05
20,23.77
21,21.89
22,22.52
23,24.79
24,26.13
25,27.87
26,24.48
27,23.75
28,22.99
29,10.73
30,23.20
31,24.91
32,19.03
33,12.96
34,20.25
35,24.02
36,22.60
37,20.60
38,25.25
39,25.10
40,15.68
41,13.18
42,19.72
43,11.59
44,28.05
45,19.18
46,12.87
47,28.14
48,27.85
49,20.61
50,28.59
51,10.75
52,25.06
53,22.78
54,25.88
55,29.47
56,29.21
57,25.35
58,22.51
59,13.15
60,8.74
61,23.85
62,32.87
63,9.89
64,9.99
65,30.02
66,32.52
67,9.12
68,32.84
69,25.59
70,27.85
71,22.47
72,31.83
73,12.14
74,35.19
75,31.58
76,20.95
77,33.81
78,20.11
79,37.02
80,31.04
81,15.06
82,11.76
83,30.32
84,34.87
85,12.44
86,27.52
87,12.13
88,12.72
89,26.77
90,38.02
91,26.80
92,26.61
93,12.19
94,33.40
95,12.52
96,20.27
97,31.42
98,19.89
99,7.32
100,14.28
101,20.95
102,4.02
103,36.24
104,29.32
105,16.05
106,7.39
107,21.56
108,11.32
109,9.32
110,14.84
111,7.35
112,12.32
113,13.75
114,14.19
115,20.21
116,14.79
117,20.16
118,18.13
119,12.76
120,15.21
121,16.92
122,14.39
123,14.40
124,13.14
125,14.43
126,13.31
127,15.27
128,14.90
129,13.65
130,14.31
131,15.41
132,14.34
133,14.54
134,13.37
135,12.11
136,7.99
137,12.33
138,12.89
139,14.91
140,9.66
141,8.32
142,10.56
143,7.64
144,11.48
145,9.30
146,13.26
147,8.56
148,18.55
149,8.38
150,19.12
151,16.87
152,8.08
153,15.64
154,14.68
155,40.26
156,5.33
157,5.89
158,3.93
159,3.35
160,2.95
161,7.18
162,14.10
163,84.96
164,46.06
165,37.73
166,8.58
167,16.94
168,17.95
169,21.87
170,47.69
171,38.30
172,21.42
173,15.68
174,13.50
175,29.52
176,8.62
177,59.99
178,49.38
179,48.40
180,65.19
181,63.70
182,23.43
183,43.02
184,78.99
185,30.76
186,43.82
187,31.73
188,31.71
189,26.66
190,30.71
191,23.22
192,33.17
193,18.40
194,54.22
195,20.30
196,54.37
197,57.38
198,37.90
199,68.90
200,66.02
201,59.84
202,44.13
203,23.77
204,29.34
205,85.52
206,16.49
207,18.35
208,18.50
209,15.82
210,15.79
211,16.65
212,24.01
213,23.79
214,10.58
215,20.80
216,27.36
217,16.29
218,33.17
219,15.09
220,25.72
221,19.44
222,11.67
223,18.21
224,13.51
225,14.67
226,38.12
227,21.56
228,4.21
229,14.39
