1,8.63
2,7.62
3,10.37
4,9.41
5,11.81
6,8.57
7,8.19
8,9.35
9,8.92
10,18.49
11,30.69
12,27.76
13,13.61
14,31.59
15,17.99
16,15.21
17,29.59
18,32.10
19,8.89
20,28.53
21,28.57
22,33.82
23,34.57
24,33.56
25,34.03
26,32.67
27,31.48
28,30.94
29,10.81
30,18.79
31,18.77
32,16.95
33,11.84
34,20.65
35,15.92
36,15.97
37,13.38
38,19.24
39,19.45
40,15.36
41,13.13
42,17.29
43,12.39
44,24.66
45,13.44
46,13.16
47,23.70
48,23.56
49,11.73
50,23.80
51,12.84
52,22.94
53,20.07
54,17.11
55,17.97
56,16.33
57,19.91
58,18.74
59,13.91
60,17.67
61,28.43
62,21.84
63,18.29
64,20.44
65,30.39
66,30.37
67,18.05
68,34.29
69,21.47
70,34.55
71,16.28
72,28.01
73,21.58
74,27.98
75,31.48
76,16.28
77,29.17
78,15.17
79,34.93
80,29.21
81,13.82
82,10.94
83,25.86
84,34.86
85,14.10
86,24.81
87,20.27
88,14.55
89,22.32
90,34.66
91,21.61
92,22.03
93,11.12
94,38.80
95,11.35
96,16.94
97,32.47
98,16.04
99,17.81
100,11.72
101,14.70
102,19.20
103,33.19
104,36.18
105,12.00
106,16.58
107,16.47
108,17.79
109,17.63
110,12.21
111,16.13
112,11.86
113,21.60
114,21.35
115,25.12
116,19.90
117,24.14
118,23.92
119,19.52
120,20.78
121,22.85
122,18.84
123,21.04
124,19.63
125,19.92
126,19.87
127,21.38
128,24.85
129,19.29
130,22.04
131,24.97
132,20.57
133,21.55
134,21.03
135,19.14
136,16.72
137,18.79
138,17.39
139,19.62
140,19.43
141,20.62
142,21.25
143,13.44
144,19.86
145,13.52
146,20.02
147,15.17
148,22.20
149,15.64
150,21.01
151,21.71
152,14.47
153,19.63
154,44.90
155,44.81
156,23.61
157,25.04
158,31.01
159,11.26
160,18.22
161,24.40
162,36.81
163,124.49
164,106.13
165,56.24
166,31.56
167,27.29
168,51.68
169,44.63
170,57.53
171,100.93
172,48.36
173,79.90
174,35.23
175,132.34
176,30.48
177,105.13
178,38.63
179,91.95
180,122.36
181,117.81
182,71.54
183,89.96
184,108.48
185,97.54
186,79.34
187,83.10
188,72.53
189,71.36
190,70.22
191,71.00
192,71.83
193,60.14
194,83.13
195,61.20
196,103.70
197,113.84
198,62.62
199,110.46
200,110.24
201,85.57
202,105.57
203,53.64
204,77.59
205,109.06
206,61.27
207,39.02
208,35.74
209,42.42
210,40.14
211,47.21
212,45.73
213,36.37
214,28.66
215,24.18
216,44.20
217,17.32
218,11.60
219,17.09
220,10.84
221,18.16
222,12.25
223,10.21
224,34.11
225,21.91
226,17.39
227,32.70
228,18.72
229,38.91
230,32.89
231,55.09
232,94.85
233,150.10
234,129.57
235,119.03
236,134.30
237,151.90
238,107.23
239,122.98
240,172.87
241,132.47
242,141.10
243,98.43
244,81.20
245,117.36
246,115.48
247,143.98
248,118.03
249,109.73
250,118.56
251,142.15
252,112.27
253,111.99
254,98.24
255,92.57
256,142.17
257,81.88
258,120.23
259,98.48
260,77.75
261,100.01
262,80.11
263,112.03
264,93.55
265,115.07
266,57.78
267,46.43
268,120.71
269,96.76
270,47.81
271,100.43
272,78.33
273,55.17
274,113.05
275,73.44
276,43.71
277,86.15
278,78.45
279,94.52
280,33.62
281,79.41
282,88.18
283,67.85
284,37.06
285,63.13
286,44.63
287,35.15
288,27.92
289,30.07
290,49.23
291,24.82
292,48.08
293,45.08
294,39.96
295,47.58
296,23.91
297,10.28
298,67.54
299,31.23
300,26.50
301,63.31
302,78.49
303,106.43
304,28.09
305,27.76
306,153.13
307,28.19
308,27.38
309,41.44
310,44.85
311,21.41
312,46.42
313,52.65
314,44.26
315,35.64
316,37.14
317,39.73
318,45.88
319,34.16
320,62.34
321,31.57
322,40.33
323,52.12
324,53.07
325,133.11
326,46.66
327,40.57
328,25.74
329,58.25
330,32.36
331,44.51
332,81.46
333,38.85
334,77.83
335,50.94
336,37.87
337,57.07
338,30.35
339,32.90
340,42.48
341,26.87
342,40.21
343,38.86
344,27.36
345,34.96
346,47.78
347,48.76
348,51.76
349,32.80
350,47.02
351,29.65
352,42.95
353,33.07
354,50.61
355,31.22
356,36.79
357,28.84
358,27.05
359,29.87
360,35.08
361,52.95
362,30.25
363,27.99
364,45.83
365,31.04
366,25.40
367,43.01
368,38.41
369,34.03
370,36.73
371,24.96
372,43.38
373,47.15
374,47.28
375,12.56
376,17.61
377,37.70
378,40.48
379,60.43
380,40.65
381,16.02
382,36.95
383,66.67
384,11.48
385,56.39
386,32.03
387,42.98
388,60.27
389,12.94
390,13.29
391,29.87
392,23.39
393,17.64
394,17.26
395,12.83
396,24.00
397,19.91
398,16.57
399,14.43
400,19.68
401,65.23
402,19.36
403,57.16
404,20.39
405,41.50
406,31.91
407,25.01
408,38.68
409,30.24
410,49.53
411,70.30
412,53.25
413,41.49
414,52.07
415,47.57
416,14.61
417,49.78
418,12.91
419,21.35
420,16.29
421,30.42
422,12.81
423,26.69
424,5.75
425,14.10
426,4.19
427,6.86
428,26.54
429,49.66
430,7.00
431,40.20
432,18.37
433,23.33
434,24.61
435,20.75
436,19.02
437,4.24
438,15.77
439,22.88
440,49.20
441,60.05
442,13.44
443,33.98
444,44.77
445,16.23
446,64.26
447,71.52
448,10.00
449,49.30
450,20.46
451,27.29
452,39.60
453,11.52
454,6.27
455,14.50
456,32.09
457,13.41
458,16.14
459,7.22
460,30.70
461,9.21
462,5.70
463,10.32
464,3.46
465,21.88
466,38.89
467,46.32
468,56.46
469,6.14
470,25.19
471,57.81
472,49.13
473,51.23
474,67.88
475,50.99
476,8.38
477,63.97
478,11.47
479,25.23
480,17.05
481,31.83
482,32.68
483,19.10
484,11.13
485,16.49
486,41.11
487,146.99
488,44.06
489,51.37
490,12.56
491,138.34
492,48.73
493,14.53
494,36.98
495,36.53
496,16.89
497,32.15
498,22.57
499,40.58
500,99.29
501,33.82
502,51.32
503,50.12
504,50.20
505,106.87
506,51.52
507,18.45
508,55.52
509,117.33
510,18.24
511,63.29
512,60.44
513,21.33
514,46.96
515,77.53
516,66.52
517,66.30
518,65.13
519,72.46
520,17.04
521,62.06
522,92.20
523,26.76
524,58.46
525,63.04
526,110.55
527,42.71
528,67.40
529,34.57
530,120.07
531,81.18
532,37.46
533,122.40
534,96.89
535,35.34
536,111.13
537,40.24
538,31.33
539,82.56
540,26.41
541,31.92
542,115.86
543,29.01
544,38.03
545,102.37
546,35.59
547,51.65
548,88.04
